2025-06-06 00:02:59,244 | INFO     | PolicyReasoningAgent | Successfully initialized Azure OpenAI client with LangChain
2025-06-07 00:00:13,571 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:02:15,802 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:02:15,802 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:02:15,802 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:11:11,905 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:11:11,905 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:11:11,905 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:18:07,116 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:18:07,116 | INFO     | PolicyReasoningAgent | Successfully generated explanation
2025-06-07 00:18:07,116 | INFO     | PolicyReasoningAgent | Successfully generated explanation
